Position,Name,CPU,Clock Speed,Score (cb),extra info
419,UrbanFreestyle,Intel Xeon E5 2690,3.4ghz,1127,
420,TomBowers,Intel Core I7 3970X,4.4ghz,1126,
421,640-XIII,AMD Ryzen 5 1600,3.5ghz,1125,
422,Jumper118,Intel Xeon E5 2670 ,3.21ghz,1123,
423,harrynowl,Intel Core I7 4930K,4.2ghz,1118,
424,LSky,Intel Core I7 7700K,5.1ghz,1114,
425,iHardware Shelden,Intel Core I7 5820K,3.99ghz,1111,
426,TheGingerKid,Intel Core I7 3930K,4.5ghz,1107,
427,skullbringer,Intel Core I7 4930K,4.4ghz,1107,
428,Bob CAD,Intel Core I7 3960X,4.3ghz,1106,
429,tbob22,Intel Xeon E5 2670 ,3.195ghz,1104,
430,DeanS,Intel Xeon X5690,4.812ghz,1103,
431,Intelfreak,Intel Core I7 980X,4.772ghz,1103,
432,wildthing,Intel Xeon X5660,4.641ghz,1099,
433,captain_cereal_hands,Intel Core I7 6800K,3.5ghz,1099,
434,ProKoN,Intel Xeon X5650,4.76ghz,1098,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
435,Linearbrun,Intel Core I7 5820K,3.3ghz,1096,
436,arnavvr,Intel Core I7 3930K,4.3ghz,1092,
437,Rainin,Intel Core I7 5820K,3.8ghz,1091,
438,nerd866,Intel Core I7 3930K,4.313ghz,1089,
439,devilsdesigner,Intel Core I7 4930K,4.1ghz,1087,
440,harrynowl,Intel Core I7 4770K,5.3ghz,1087,
441,bimmerman,Intel Xeon X5675,4.715ghz,1083,
442,CheersGeoff,Intel Core I7 3930K,4.2ghz,1080,
443,gt403cyl,Intel Core I7 6700K,4.911ghz,1078,
444,Mutoh,Intel Core I7 6700K,4.8ghz,1077,
445,ericlee30,Intel Core I7 3970X,4.5ghz,1074,
446,Demonking,Intel Core I7 7700K,5ghz,1072,
447,rtsurfer,Intel Core I7 6700K,4.8ghz,1071,
448,billstelling,Intel Xeon X5690,4.6ghz,1071,
449,Growlithe,Intel Core I7 6700K,4.8ghz,1066,
450,Alatar,Intel Core I7 4770K,5.353ghz,1065,Phase cooling
451,Cosmos_i7,Intel Core I7 3930K,4.3ghz,1062,
452,tbob22,Intel Xeon X5670,4.616ghz,1060,
453,Glideslope,Intel Core I7 6700K,5ghz,1060,
454,mxthunder,Intel Core I7 4790K,5.2ghz,1058,
455,Jack Kaye Pc Gamer,Intel Core I7 3930K,4.112ghz,1058,
456,LSky,Intel Core I7 6700K,4.789ghz,1056,
457,mkdragon,Intel Core I7 7700K,5.1ghz,1056,
458,I3igwill,Intel Core I7 3960X,4.2ghz,1054,
459,MysticalRainXIV,Intel Core I7 6700K,4.781ghz,1055,
460,rtsurfer,Intel Core I7 4790K,5.1ghz,1051,
461,Jumper118,Intel Xeon X5680,4.447ghz,1051,
462,suprageo,Intel Core I7 6700K,4.923ghz,1049,
463,Darkman,Intel Core I7 6700K,4.701ghz,1049,
464,knobster368,Intel Core I7 6700K,4.8ghz,1049,
465,maybethisnamewillwork,Intel Core I7 4790K,5.104ghz,1048,
466,GamingMemeKing,Intel Core I7 7700K,4.8ghz,1048,
467,Jumper118,AMD Ryzen 5 1500X,4.494ghz,1046,
468,Nitrodragon,Intel Core I7 7700K,5.002ghz,1042,
469,Morgan NLGman,Intel Core I7 6700K,4.7ghz,1038,
470,batpanda,Intel Core I7 5820K,3.9ghz,1037,
471,NnifWald,Intel Xeon E5 2670 ,2.6ghz,1035,
472,Conti93,Intel Core I7 4790K,5.025ghz,1034,
473,joishw,Intel Core I7 5820K,4ghz,1033,
474,FellTheSky,Intel Core I7 6700,4.707ghz,1033,
475,0ld_Chicken,Intel Core I7 4790K,5ghz,1026,
476,G3CK,Intel Core I7 6700K,4.7ghz,1025,
477,NinjaTerd,Intel Core I7 6700K,4.7ghz,1025,
478,Jumper118,Inel Xeon W3670,4.487ghz,1025,
479,sgtheadhole,Intel Xeon X5650,4.723ghz,1024,
480,domiurg,Intel Core I7 6700K,4.7ghz,1024,
481,minipep,Inel Xeon W3680,4.8ghz,1024,
482,Master Disaster,Intel Core I7 6700K,4.7ghz,1023,
483,SpeedKingManu,Intel Core I7 4790K,5ghz,1022,
484,the75bag,Intel Core I7 6700K,4.8ghz,1022,
485,paddy-stone,Intel Core I7 6700K,4.7ghz,1020,
486,PaintCan1,Intel Core I7 6700K,4.7ghz,1020,
487,kinski,Intel Xeon E5 2670 ,3ghz,1018,
488,SlowMixit,Intel Xeon X5670,4.512ghz,1017,
489,JWMutant,Intel Core I7 4930K,3.4ghz,1016,
490,Br3tt96,Intel Core I7 4790K,5ghz,1015,
491,RageDev,Intel Core I7 3930K,4ghz,1013,
492,Hippo,Inel Xeon W3680,4.495ghz,1011,
493,Pasi123,Intel Xeon X5670,4.44ghz,1011,
494,kurtbarker,Intel Core I7 6700K,4.6ghz,1006,
495,rtpb5642,Intel Core I7 4770K,4.959ghz,1004,
496,DunePilot,Intel Xeon X5675,4.312ghz,1004,
497,KingCry,Intel Core I7 4770K MKII,4.861ghz,1003,
498,xtnt5x,Intel Core I7 6700K,4.6ghz,1003,
499,ProKoN,Intel Core I7 3770K,5.463ghz,1002,
500,TheFalseHuman,Intel Core I7 5820K,3.3ghz,1000,
501,OCing Noob,Intel Core I7 4790K,5ghz,1000,
502,Ronnie76,Intel Core I7 4790K,4.9ghz,1000,
503,chimpp,Intel Core I7 6700K,4.5ghz,1000,
504,ProKoN,Intel Core I7 4770K,4.907ghz,999,
505,Simon771,Xeon E5 2620 V4,2.3ghz,999,
506,Scott17818,Intel Core I7 6700K,4.554ghz,998,
507,ProKoN,Intel Core I7 2700K,5.608ghz,997,
508,The Benjamins,Xeon D-1541,2.1ghz,996,
509,r1Ns3,Intel Core I7 6700K,4.7ghz,992,
510,knightslugger,Intel Core I7 6700K,4.6ghz,992,
511,Slick,Intel Core I7 6700K,4.7ghz,990,https://www.youtube.com/watch?v=fQ63w5_vXbg
512,zeros,Intel Xeon E5 1650 V2,3.5ghz,990,
513,hitako,Intel Core I7 4790K,4.85ghz,989,
514,Banno,Intel Core I7 4790K,4.9ghz,988,
515,mxthunder,Intel Core I7 3770K,5.4ghz,985,UP7 
516,Priller,Intel Core I7 4790K,4.9ghz,985,
517,Vanb,Intel Core I7 5820K,3.3ghz,985,
518,pakhtunov,Intel Core I7 4790K,5ghz,985,
519,bamerx98,Intel Core I7 4790K,4.8ghz,981,
520,runit3,Intel Core I7 4790K,4.8ghz,981,
521,Overl0rd,Intel Core I7 980X,4.3ghz,981,
522,ProKoN,Intel Core I7 2600K,5.503ghz,979,
523,Low_Battery,Intel Core I7 6700K,4.6ghz,979,
524,asand1,Intel Xeon X5680,4.5ghz,979,
525,Razzaa,Intel Core I7 4790K,4.830ghz,978,
526,Gofspar,Intel Core I7 3770K,5.303ghz,978,
527,CthulDude,Intel Core I7 4770K,4.9ghz,976,
528,ryan9298b2,Intel Core I7 990X,4.54ghz,976,
529,Jumper118,Intel Core I7 4770K,4.7ghz,975,
530,SkilledRebuilds,Intel Core I7 4790K,4.807ghz,975,
531,done12many2,Intel Core I7 4790K,4.804ghz,974,
532,IHardware Shelden,Intel Core I7 7700K,4.2ghz,973,
533,DoctorZeus,Intel Xeon X5675,4.21ghz,971,
534,agent_x007,Intel Core I7 980X,4.101ghz,969,
535,Jumper118,AMD FX9590,5.998ghz,967,
536,gt403cyl,Intel Core I7 4770K,4.8ghz,966,
537,Slick,Intel Core I7 4790K,4.8ghz,964,
538,Jeffee,Intel Core I7 4770K,4.8ghz,964,
539,DeathPheonix,Intel Core I7 4790K,4.8ghz,963,
540,runit3,Intel Core I7 980X,4.147ghz,962,
541,QuadFeed,Intel Core I7 4790K,4.8ghz,962,
542,Wingfan,Intel Core I7 4790K,4.859ghz,961,
543,Bagmup,Intel Core I7 4790K,4.8ghz,961,
544,Madmonsta,Intel Core I7 5820K,3.3ghz,961,
545,buzzinkeegs,AMD Ryzen 5 1500X,4.090ghz,961,
546,Dabombinable,Intel Core I7 4790K,4.8ghz ,958,
547,Relvex,Intel Core I7 4790K,4.7ghz,958,
548,Ground,Intel Xeon L5640,4.087ghz,956,
549,Syrex7,Intel Core I7 4790K,4.7ghz,955,
550,thekeemo,Intel Core I7 4790K,4.8ghz,953,
551,BygMen,Intel Xeon X5670,4.2ghz,953,
552,Rainin,Intel Core I7 5820K,3.3ghz,952,
553,juretrn,Intel Xeon X5660,4.2ghz,951,
554,TheGingerKid,Intel Core I7 4790K,5ghz,950,
555,reptileexperts,Intel Core I7 4790K,4.8ghz,949,
556,Yeater,Intel Core I7 4790K,4.806ghz,948,
557,t-scene,Intel Core I7 4790K,4.8ghz,948,
558,WildChickenNutz,Intel Core I7 4790K,4.9ghz,945,
559,FBPerformance,Intel Core I7 4790K,4.7ghz,945,
560,bamerx98,Intel Core I7 4790K,4.7ghz,944,
561,The_Strict_Nein,Intel Core I7 4790K,4.7ghz,942,
562,vinyldash303,Intel Xeon E5 2660,2.2ghz,942,
563,HoZy,Intel Core I7 4790K,4.7ghz,941,
564,Metalmoonbat,Intel Core I7 4790K,4.7ghz,940,
565,LAazsx,Intel Core I7 4790K,4.771ghz,940,
566,masterkickass7,Intel Core I7 6700K,4.4ghz,940,
567,fortunez,Intel Core I7 4790K,4.8ghz,938,
568,tc3driver,Intel Core I7 4790K,4.7ghz,936,
569,Real_PhillBert,Intel Core I7 4790K,4.7ghz,936,
570,mrbulle,Intel Core I7 4770K,4.6ghz,936,
571,amadino13,Intel Core I7 4790K,4.7ghz,936,
572,levibaker88,Intel Core I7 4790K,4.7ghz,935,
573,ImadKnight,Intel Xeon X5650,3.96ghz,933,
574,bamerx98,Intel Core I7 4790K,4.6ghz,932,
575,fredrodregus,Intel Core I7 4790K,4.691ghz,931,
576,Tam3n,Intel Core I7 3820,5.272ghz,931,
577,VSG,Intel Core I7 4770K,4.633ghz,930,
578,KingCry,Intel Core I7 4770K,4.501ghz,927,
579,Jumper118,Intel Core I7 2600K,5.227ghz,927,Mpower 1.62V
580,App4that,Intel Core I7 4790K,4.6ghz,926,
581,Speedsterx7,Intel Core I7 7700K,4.2ghz,925,
582,joseph0312,Intel Core I7 4770K,4.7ghz,923,
583,ApexMaster,Intel Core I7 4790K,4.6ghz,921,
584,TheDigitalRealm,Intel Core I7 3770K,5.1ghz,918,
585,deathjester,Intel Core I7 4770K,4.5ghz,918,
586,harrynowl,Intel Core I7 2600K,5.3ghz,917,
587,sayimk007,Intel Core I7 6700K,4ghz,916,
588,Thorium19,Intel Core I7 4790K,4.6ghz,915,
589,MichiganChucker,Intel Core I7 4790K,4.6ghz,915,
590,SuperBee,Intel Core I7 4770K,4.498ghz,914,
591,WaitForMeImOnDialUp,Intel Core I7 4770K,4.6ghz,913,
592,NeCrOmAnCiN,Intel Core I7 2600K,5.2ghz,912,
593,abhay6547,Intel core I7 4770K,4.446ghz,908,
594,ProKoN,AMD FX9370,5.587ghz,907,
595,Jumper118,Intel Core I5 6600K,5.341ghz,906,
596,Matthew Korotkin,Intel Core I7 4790K,4.6ghz,903,
597,Jumper118,Intel Core I7 3770K,4.925ghz,902,Mpower 1.575V
598,Jumper118,Intel Core I7 3820,5.154ghz,902,
599,Frankiezjr,Intel Core I7 4790K,4.6ghz,901,
600,Omid,Intel Core I7 4770K,4.5ghz,901,
601,Chevy_Monsenhor,Intel Xeon X5670,4.009ghz,901,
602,rfcokkilljoy,Intel Core I5 7600K,5.3ghz,898,
603,Tech Wizard,Intel Core I7 3820,5.023ghz,895,
604,ProKoN,AMD FX9590,5.552ghz,894,
605,i_build_nanosuits,Intel Core I7 4770K,4.4ghz,891,
606,DildorTheDecentCPUatlast,Intel Core I7 2700K,5ghz,890,
607,Jumper118,Intel Core I5 6500 ,5.261ghz,889,
608,perplex,Intel Core I7 4790K,4.4ghz,884,
609,3DDude,Intel Core I7 3930K,3.2ghz,883,
610,Gazereths,Intel Core I7 4790K,4.4ghz,883,
611,Carde,Intel Core I7 3770K,5ghz,880,
612,Master Disaster,Intel Core I7 4770K,4.4ghz,880,
613,ungreedy,Intel Core I7 4770K,4.4ghz,879,
614,chitanjan,Intel Core I7 980X,4.22ghz,876,
615,Overl0rd,Intel Core I7 2600K,5.1ghz,875,
616,MightyUnit,Intel Core I7 3770K,5ghz,875,
617,nokturrduk84,Intel Core I7 3770K,4.8ghz,875,
618,MrZeroGood,Intel Core I7 4790K,4.7ghz,875,
619,The Gaige,Intel Core I7 4770K,4.4ghz,874,
620,vm'N,Intel Core I7 4770K,4.49ghz,874,
621,StackUnderFlow,Intel Core I7 6700K,4ghz,874,
622,PHWOARR,Intel Core I7 6700K,4ghz,874,
623,Bubblewhale,Intel Core I7 2600K,5.0ghz,874,
624,Lays,Intel Core I7 4790K,4.4ghz,870,
625,MblaZe7run,Intel Core I7 6700K,4ghz,870,
626,CyberneticTitan,Intel Core I7 4770K,4.3ghz,868,
627,LSky,Intel Core I7 4770K,4.3ghz,866,
628,Simon771,Intel xeon E3 1270 V6,3.8ghz,865,
629,Ground,Intel Xeon E5640,5.37ghz,863,
630,IronMidHeaven,Intel Core I7 2700K,4.899ghz,862,
631,Overl0rd,2x Intel Core 2 Quad QX9775 ,4.189ghz,861,
632,ivhyn,Intel Core I7 2700K,5ghz,860,
633,skitz9417,Intel Core I7 3820,4.32ghz,859,
634,kinski,AMD Ryzen 5 2400G,4ghz,859,
635,Cheddle,Intel Core I5 7640X,5.5ghz,858,
636,MountainDrew,Intel Core I7 4770K,4.4ghz,856,
637,Icetrio,Intel Xeon E5 2697 V4,2.3ghz,856,
638,THC Gremlin,Intel Core I7 4770K,4.4ghz,855,
639,CzarFrog,Intel Core I7 4790K,4ghz,852,
640,Isstefan,Intel Core I5 7600K,5.1ghz,851,
641,turbobooster,Intel Core I7 3820,5ghz,850,
642,Heydan83,Intel Core I7 3770K,4.7ghz,847,
643,Django,Intel Core I7 3770K,4.7ghz,843,
644,Ground,Intel Xeon W3520,5.215ghz,843,
645,Priller,AMD FX8350,5.3295ghz,842,
646,BSpendlove,2x Xeon E5 2609 V3,1.9ghz,842,
647,KingCry ,Intel Core I7 4770K,4.2ghz,840,
648,Dabobminable,Intel Core I7 4790K,4.4ghz,839,
649,NumLock21,Intel Xeon E5-2620 V3,2.729ghz,838,
650,Jumper118,AMD FX8320,5.187ghz,838,Single stage phase
651,Do Duc Huy,Intel Core I7 2600K,5ghz,838,
652,Flojer0,Intel Core I7 2600K,4.8ghz,834,
653,harrynowl,AMD FX8320,5.141ghz,833,
654,B4Quattro,Intel Core I7 3770K,4.6ghz,833,
655,Madspec,Intel Core I7 4770K,4.4ghz,831,
656,Kizune,Intel xeon D1537,1.7ghz,831,
657,ProKoN,Intel Core I7 3770,4.678ghz,830,
658,666Havran,Intel Xeon E5-2620 V3,2.5ghz,830,
659,Coaxialgamer,Intel Core I7 3770K,4.6ghz,827,
660,LSky,Intel Core I5 6600K,5ghz,826,
661,Waqas409,Intel Xeon W3690,3.47ghz,824,
662,fx63007850,AMD FX8350,5.108ghz,823,
663,NathanLawr0,Intel Core I7 6700,3.4ghz,823,
664,purple_rider,Intel Xeon E3 1240 V5,3.5ghz,822,
665,Jumper118,Intel Core I5 6500 ,4.851ghz,821,
666,Methos,Intel Core I5 4690K,5.202ghz,821,
667,ProKoN,Intel Core I7 950,4.910ghz,819,
668,PianoPlayer88Key,Intel Core I7 4790K,4ghz,817,
669,Jumper118,Intel Core I5 3570K,5.703ghz,816,
670,Chris635,AMD FX8350,5.016ghz,814,
671,bamerx98,AMD FX8350,5.117ghz,812,
672,This kid builds pc,Intel Core I7 2600K,4.691ghz,811,
673,GoogleGonnaSaveUs,Intel Xeon E3 1240 V5,3.5ghz,810,
674,communistwatermelon,Intel Core I7 2600K,4.612ghz,806,
675,Methodical,Intel Core I7 2600K,4.6ghz,806,
676,1988fido,Intel Core I7 3770K,4.6ghz,805,
677,harrynowl,Intel Core I5 3570K,5.651ghz,805,
678,MrJimmyPenguin,Intel Core I7 4770,3.977ghz,804,
679,JimStrijk,Intel Core I7 2600K,4.8ghz,803,
680,Ground,Intel Xeon E5620,4.949ghz,803,
681,OhYou_,2x Intel Xeon X5470,4.096ghz,801,
682,sgloux3470,AMD FX9370,5.017ghz,801,
683,Analog,Intel Core I7 3820,4.7ghz,801,
684,shairene,Intel Core I5 7600K,5.1ghz,801,
685,Jumper118,Intel Core I7 3770,4.306ghz,801,
686,Princess Cadence,Intel Core I7 6700,3.4ghz,800,
687,KingCry,Intel Core I7 4770,4.106ghz,800,
688,nicstar,Intel Core I7 3770K,4.5ghz,799,
689,SeriousArts,Intel Core I5 6600K,4.842ghz,796,
690,NeGaTo,AMD FX8350,4.99ghz,795,
691,Schern,Intel Core I7 4770K,3.9ghz,792,
692,James_Lutzke,Intel Core I5 6600K,5ghz,792,
693,MysticalRainXIV,AMD FX8320,5ghz,791,
694,stevv,Intel Core I7 2600K,4.789ghz,790,
695,D3MON,AMD FX8320,4.944ghz,790,
696,Kinski,Intel Xeon L5640,3.408ghz,789,
697,ProKoN,Intel Core I5 4690K MKII,5.1ghz,788,
698,Zexter,AMD FX8320,5.017ghz,787,
699,TheNinjaNextDor,Intel Core I7 3770K,4.5ghz,787,
700,Jumper118,Intel Xeon W3520,4.977ghz,787,Single stage phase
701,RicY,AMD FX8350,5.016ghz,787,
702,Linus Theft Tips,Intel Core I5 6600K,4.7ghz,786,
703,Daan033,AMD Ryzen 5 1400,3.7ghz,785,
704,ProKoN,AMD FX8350,4.925ghz,784,
705,Mr. Fox,Intel Core I7 3920XM,4.5ghz,783,
706,Jumper118,Intel Core I5 6600,4.614ghz,781,
707,Reaver,AMD FX9370,4.917ghz,780,
708,bkb1978,Intel Core I7 3770,4.27ghz,776,
709,Srnewbee,Intel Core I7 3770K,4.5ghz,775,
710,ProKoN,Intel Core I5 3570K,5.38ghz,773,
711,harrynowl,Intel Core i7 920,4.859ghz,772,
712,Jake0210,Intel Core I5 6600K,4.9ghz,772,
713,thekeemo,Intel Core I7 3820,4.5ghz,771,
714,Lord Nicoll,Intel Core I5 6400 ,4.59ghz,771,
715,GoogleGonnaSaveUs,Intel Xeon E3 1240 V5,3.5ghz,770,
716,Rng Coz,Intel Xeon X5670,3.852ghz,768,
717,KneesWeak,AMD FX8320,4.822ghz,766,
718,Sintezza,AMD FX8350,4.816ghz,766,
719,Bubblewhale,Intel Core I5 6500 ,4.605ghz,766,
720,KeltonDSMer,AMD FX8320,4.878ghz,765,
721,runit3,Intel Core I5 4690K,4.985ghz,765,
722,KnoT,AMD FX8350,4.9ghz,765,
723,ProKoN,Intel Core I5 4670K,4.918ghz,763,
724,Tech Wizard,Intel Core I7 4770,3.4ghz,760,
725,Jumper118,Intel Core i7 920,4.811ghz,759,
726,LoreBeast,Intel Core I7 3770,4.222ghz,758,
727,snorre1349,Intel Core I7 3770K,4.2ghz,758,
728,Jumper118,Intel Core I5 2500K,5.462ghz,758,
729,Jumper118,Intel Core I5 4690K,4.85ghz,757,
730,StormtrooperStu,AMD FX8350,4.817ghz,755,
731,TheGamingBarrel,Intel Core I5 4690K,4.869ghz,755,
732,mate_mate91,Intel Core I7 3770,4.3ghz,754,
733,zeros,Intel Core I7 4790,3.8ghz,754,
734,NeGaTo,Intel Core I7 4790,4ghz,754,
735,i_build_nanosuits,AMD FX8320,4.77ghz,753,
736,viakruzis,AMD FX9590,4.7ghz,753,
737,Dive5885,Intel Core I7 4770,3.4ghz,753,
738,chiwas,Intel Core I5 6500 ,4.5ghz,753,
739,Jumper118,AMD Phenom II X4 960T,5.047ghz,752,Single stage phase unlocked 6 cores
740,Ragin Asian,AMD FX8320,4.716ghz,751,
741,ProKoN,Intel Xeon E5640,4.733ghz,751,
742,slategate 1,Intel Core I7 4790,4ghz,749,
743,ProKoN,AMD FX8120,4.9ghz,745,
744,BbsMentos,Intel Core I5 6600K,4.7ghz,744,
745,arnavvr,Intel Core I7 7700HQ,2.8ghz,744,
746,ProKoN,Intel Xeon X5550,4.628ghz,743,
747,Jumper118,Intel Core I5 2550K,5.359ghz,742,
748,YouSirAreADudeSir,Intel Core I5 6600K,4.5ghz,741,
749,Mr.Cunt,Intel Core I5 6600 ,4.522ghz,739,
750,TigzyGee,Intel Core I7 3770,3.4ghz,739,
751,FellTheSky,Intel Core I5 6400 ,4.419ghz,738,
752,kittenmetal,AMD FX8320,4.816ghz,737,
753,ProKoN,Intel Core I5 4690K,4.804ghz,736,
754,Pvt. 8Ball,AMD FX8350,4.6ghz,736,
755,rainbrodash666,AMD FX9590,5.016ghz,736,
756,JDR,Intel Core I3 8350K,4.5ghz,736,
757,Krzyimprt,Intel Core I5 6600K,4.4ghz,735,
758,das affe,Intel Xeon E3 1231 V3,3.6ghz,733,
759,ProKoN,Intel Xeon W5630,4.629ghz,733,
760,AmbellinaThePrise,Intel Xeon E3 1231 V3,3.4ghz,733,
761,Outta Sippies,AMD FX9590,4.716ghz,732,
762,SteveGrabowski,Intel Xeon E3 1231 V3,3.6ghz,731,
763,GTBTK,Intel Core I7 2600,4.44ghz,731,
764,runit3,Intel Core I5 4670K,4.8ghz,730,
765,harrynowl,Intel Core I5 4690K,4.8ghz,730,
766,iSuzak,AMD FX8320,4.715ghz,730,
767,maxtch,Intel Xeon E3 1231 V3,3.446ghz,730,
768,comppro,Intel Core I7 4770,3.4ghz,730,
769,YoloSwag,Intel Core I5 6600K,4.5ghz,730,
770,Vrbas,AMD FX8320,4.615ghz,729,
771,Prysin,AMD FX8320,4.615ghz,729,
772,harrynowl,Intel Core I5 2500K,5.279ghz,729,
773,herman mcpootis,Intel Core I7 7700HQ,2.8ghz,728,
774,Darkman,AMD FX8120,4.817ghz,727,
775,Jakes9073,Intel Core I7 2600K,4.385ghz,727,
776,HazMatt,Intel Core I5 4690K,4.8ghz,726,
777,AxelPeeters,Intel Core I5 6600K,4.6ghz,725,
778,KingCry,Intel Core I7 4720HQ,2.6ghz,725,
779,Jumper118,Intel xeon E5620,4.565ghz,725,
780,NeGaTo,Intel Core I5 2500K,5.299ghz,725,
781,edschofield15,Intel Core I7 3770K,4.5ghz,724,
782,ProKoN,Intel Core I5 2500K,5.256ghz,724,
783,TheGingerKid,Intel Core I5 4690K,4.713ghz,721,
784,Techfan@ic,AMD FX8320,4.5ghz,721,
785,ki8aras,Intel Core I5 6600K,4.389ghz,721,
786,Darkman,Intel Xeon E3-1230 V3,3.6ghz,720,
787,indika.lk,Intel Core I5 6600K,4.375ghz,720,
788,dr lyo,AMD FX8320,4.675ghz,720,
789,sfxster,Intel Core I5 6600K,4.3ghz,719,
790,Spongy141,Intel Core I5 4690K,4.7ghz,719,
791,Priller,AMD FX8150 (MK II),4.9ghz,718,
792,ProKoN,Intel Xeon W3520,4.543ghz,718,
793,rtpb5642,Intel Core I5 4670K,4.7ghz,717,
794,runit3,Intel Core I5 2550K,5.3ghz,716,
795,ErickS89,Intel Core I7 3820,4.4ghz,715,
796,ProKoN,AMD Phemon II X6 1055T,4.617ghz,713,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
797,Namurian,Intel Core I5 6600K,4.5ghz,712,
798,BULLETBEEF JA,Intel Core I7 2600,4.074ghz,711,
799,herman mcpootis,Intel Core I7 4870HQ,2.5ghz,711,
800,Priller,AMD FX8150,4.8ghz,710,
801,ProKoN,Intel Core I5 2500K,5.146ghz,709,
802,ungreedy,Intel Core I5 3570K,5.1ghz,709,
803,Ramrod126,Intel Core I5 6600K,4.6ghz,709,
804,wolfgang,AMD FX8350,4.515ghz,708,
805,Bananasplit_00,Intel Core I5 4690K,4.7ghz,708,
806,iyzyz,Intel Core I5 4690K,4.8ghz,707,
807,Jumper118,Intel Core I5 5675C,4.324ghz,707,
808,SpyRosL,Intel Core I5 3570K,5.010ghz,706,
809,M300843499,Intel Xeon E5640,4.51ghz,705,
810,Modzy,Intel Core I5 2500K,5.252ghz,704,Maximus V Gene 1.52V
811,Umeshwarnath,AMD FX8320,4.5ghz,703,
812,Priller,Intel Core I5 4690K,4.6ghz,703,
813,ProKoN,Intel Core I5 3570K,4.936ghz,703,
814,Faceman,Intel Core I5 4670K,4.7ghz,702,
815,harrynowl,Intel Core I5 4690K ,4.7ghz,701,
816,Leo ft. Jumper118,Intel Core I5 3570K,5.030ghz,701,MSI Z77 Mpower 1.52V
817,LSky,Intel Core I5 4690K,4.6ghz,701,
818,Gofspar,Intel Core i7 6700HQ,2.6ghz,699,
819,Intelfreak,Intel Core I5 8250U,1.8ghz,699,
820,Pinkamena,Intel Core I7 3770K,3.9ghz,698,
821,TheElt,Intel Core I5 4690K,4.6ghz,698,
822,legacy99,Intel Core I5 4690K,4.6ghz,697,
823,LOOK OVER HERE,Intel Core I7 4800HQ,2.7ghz,697,
824,Christoph Hiesleitner,Intel Core I7 4910MQ,2.9ghz,695,
825,mrasmith1998,Intel Core I7 4770K,3.7ghz,693,
826,Ragin Asian,Intel Core I5 4690K,4.6ghz,692,
827,ProKoN,Intel Core i7 920,4.334ghz,692,
828,thinkoffcenter,Xeon E5 2620 V3,2.4ghz,692,
829,Shakaza,Intel Core I5 4670K,4.6ghz,690,
830,tbob22,Intel Xeon W53530,4.508ghz,690,
831,Pauls Hardware,Intel Core I5 6500 ,4.22ghz,689,
832,BeastlyCarrot,Intel Core I7 3770K,4.6ghz,688,
833,TehMasterSword,Intel Core I5 4690K,4.6ghz,687,
834,Jumper118,Intel Xeon X5550,4.255ghz,687,
835,DildorTheDecent,Intel Core I5 3570K,4.9ghz,685,
836,App4that,Intel Core I5 4690K,4.6ghz,684,
837,YouRezz,Intel Core I7 3770K,3.5ghz,683,
838,OCing Noob,Intel Core I5 4690K,4.509ghz,682,
839,Koori,Intel Core I5 4670K,4.6ghz,682,
841,arnavvr,Intel Core I7 980X,3.325ghz,682,
842,Pasi123,Intel Core I7 4770,3.4ghz,682,
843,Micky Love,Intel Core I5 4690K,4.5ghz,681,
844,Jumper118,Intel Core i7 950,4.278ghz,681,
845,ProKoN,Intel Core i7 6700HQ,2.6ghz,681,
846,Evolution90,Intel Xeon E5640,4.1ghz,681,
847,Herman Mcpootis,Intel Xeon E3 1230 V3,3.3ghz,681,
848,Jumper118,2x Intel Xeon X5460,3.167ghz,679,
849,PokeCatz,Intel Core I7 3770,3.91ghz,679,
850,Ultraviolet,Intel Core I7 3770,3.4ghz,679,
851,SpyRosL,Intel Core I5 3570K,5ghz,678,
852,bamerx98,Intel Core I7 2600,3.9ghz,678,
853,Brandon Cassie,Intel Core I7 2600,4.2ghz,677,
854,Bubblewhale,AMD FX8320,4.314ghz,677,
855,Demonking,Intel Core I5 4670K,4.6ghz,675,
856,Darkman,Intel Core I7 4720HQ,2.6ghz,675,
857,,Intel Xeon E5620,4.3ghz,675,
858,Jumper118,Intel Core I7 3770T,3.611ghz,675,
859,spuntheone,Intel Core I5 4690K,4.3ghz,675,
860,Pasi123,Intel Core I7 3770,3.4ghz,674,
861,shakenbreak,Intel Core I5 2500K,5ghz,673,
862,Normand_Nadon,AMD FX8370,4.3ghz,672,
863,sgtheadhole,AMD FX8120,5ghz,670,
864,tbob22,Intel Xeon W3530,4.3ghz,670,
865,HazMatt,Intel Core I5 2500K,5ghz,669,
866,Geralt,Intel Core I5 4690K,4.5ghz,668,
867,SteelMK,Intel Core I5 4690K,4.5ghz,668,
868,ianspy1,AMD FX8320E,4.4ghz,667,
869,iHardware Shelden,Intel Core I7 3770 ,3.4ghz,667,
870,FilipSebik,Intel Core I5 4690K,4.5ghz,666,
871,FirstimeFailboy,Intel Core I5 4690K,4.5ghz,664,
872,EpikFlyingBrick,AMD FX8320,4.2ghz,663,
873,ProKoN,Intel Xeon E5520,4.128ghz,663,
874,valdyrgramr,AMD FX9370,4.821ghz,662,
